temps	10	20	30	40	50	60	70
5.0	25.797382985355966	25.978960304662944	25.975757314098498	25.975757607709134	25.975757609067028	25.975757609067593	25.97575760906738
6.0	26.98438488924761	25.975602345846255	25.975757420978063	25.97575760913215	25.975757609067273	25.975757609067543	25.975757609067394
7.0	26.76685345779466	25.975555932410888	25.97575763808776	25.975757609064686	25.975757609067266	25.975757609067507	25.975757609067397
8.0	26.317851300407145	25.9757376623972	25.975757609994307	25.975757609067355	25.97575760906725	25.97575760906748	25.975757609067394
9.0	26.032460823655242	25.975769635930963	25.97575760831961	25.97575760906741	25.97575760906724	25.97575760906745	25.975757609067383
10.0	25.92090397639463	25.975762745880704	25.975757609057503	25.975757609066456	25.975757609066292	25.975757609066495	25.975757609066438
11.0	25.90503859351422	25.975758075012543	25.975757609059514	25.975757609035213	25.975757609035036	25.975757609035227	25.975757609035185
12.0	25.92367205689995	25.975757215434356	25.975757608480915	25.97575760847959	25.975757608479398	25.975757608479597	25.975757608479555
13.0	25.94644751901899	25.975757381997223	25.975757602367192	25.975757602368276	25.975757602368073	25.97575760236827	25.975757602368223
14.0	25.963122246674956	25.97575750534111	25.975757556235415	25.97575755623578	25.975757556235568	25.97575755623576	25.975757556235717
15.0	25.97268239724177	25.975757302991287	25.975757298255832	25.97575729825602	25.975757298255797	25.975757298255996	25.975757298255957
16.0	25.977060479952197	25.975756176081163	25.975756166244036	25.97575616624424	25.975756166244008	25.97575616624421	25.975756166244167
17.0	25.97841985335287	25.975752097829993	25.975752093011177	25.975752093011387	25.975752093011153	25.975752093011355	25.97575209301131
18.0	25.9783252874978	25.975739656749827	25.975739655454017	25.975739655454245	25.975739655454	25.975739655454202	25.975739655454156
19.0	25.977690060904692	25.975706544453985	25.975706544447355	25.975706544447583	25.975706544447345	25.97570654444754	25.975706544447497
20.0	25.97694913301216	25.97562801830757	25.97562801852646	25.9756280185267	25.97562801852645	25.975628018526653	25.9756280185266
21.0	25.976239676925474	25.975459204537223	25.97545920468547	25.975459204685702	25.975459204685453	25.97545920468566	25.975459204685606
22.0	25.97552726625974	25.97512554142913	25.975125541491703	25.975125541491934	25.975125541491682	25.975125541491888	25.975125541491835
23.0	25.97467689253278	25.974512104924532	25.974512104941077	25.97451210494132	25.97451210494106	25.974512104941272	25.974512104941212
24.0	25.97348500849581	25.973452893928414	25.97345289392829	25.973452893928524	25.973452893928272	25.973452893928474	25.973452893928417
25.0	25.97168911493286	25.971721298118585	25.971721298115106	25.97172129811534	25.971721298115085	25.9717212981153	25.971721298115238
